project_id,category,location,project_cost,planned_duration_months,planned_progress,actual_progress,progress_deviation,expenditure_percentage,cost_progress_ratio,resource_availability,material_availability,workforce_availability,contractor_performance,delay_days,milestone_completion_rate,change_requests,weather_impact,previous_delay_count,risk_history,risk_level,predicted_delay_months,predicted_cost_overrun_percentage
PRJ-5161,Railway,Karnataka,3336.13,41,22.9,15.9,7.0,17.9,1.126,73.1,80.5,78.8,80.4,30,71.4,3,1.9,1,3.6,MEDIUM,2.4,4.8
PRJ-5162,Airport,Delhi NCR,16438.72,41,65.3,58.8,6.5,62.6,1.065,78.0,70.6,73.6,70.5,36,85.6,1,3.8,0,4.5,MEDIUM,2.8,6.7
PRJ-5163,Bridge,Kerala,4554.8,21,48.1,47.9,0.2,50.1,1.046,88.2,90.0,98.8,97.5,0,100.0,1,1.4,0,0.7,LOW,0.1,1.6
PRJ-5164,Highway,Maharashtra,3199.19,24,36.5,31.7,4.8,35.2,1.11,73.2,75.0,75.1,78.5,34,89.2,3,4.5,0,2.8,MEDIUM,1.9,7.4
PRJ-5165,Bridge,West Bengal,1379.38,49,39.9,30.7,9.2,33.8,1.101,61.3,62.4,58.2,56.1,64,70.5,3,6.6,2,6.0,HIGH,5.6,9.4
PRJ-5166,Airport,Bihar,8931.11,38,67.7,58.3,9.4,67.9,1.165,61.7,53.8,62.6,60.7,58,85.6,5,3.7,1,5.1,HIGH,6.6,14.9
PRJ-5167,Bridge,Madhya Pradesh,989.5,48,62.2,61.0,1.2,60.5,0.992,98.0,96.7,99.4,88.2,2,100.0,0,1.1,0,0.9,LOW,0.1,1.9
PRJ-5168,Metro,Andhra Pradesh,6073.63,62,50.2,34.5,15.7,40.5,1.174,69.1,54.6,62.3,65.0,69,62.1,1,4.3,1,5.1,HIGH,7.1,15.5
PRJ-5169,Urban Development,Rajasthan,154.84,24,57.9,57.1,0.8,56.5,0.989,94.2,88.6,97.1,93.4,0,97.5,0,1.5,0,1.7,LOW,0.0,0.0
PRJ-5170,Metro,West Bengal,2463.08,79,26.5,21.5,5.0,22.5,1.047,77.9,80.8,76.4,75.1,45,80.4,1,3.6,0,4.1,MEDIUM,2.9,8.4
PRJ-5171,Highway,Bihar,2596.24,42,46.4,31.8,14.6,34.4,1.082,68.6,57.2,64.6,55.8,72,66.0,1,3.2,3,6.5,HIGH,7.4,17.1
PRJ-5172,Airport,Gujarat,1459.92,54,76.4,47.6,28.8,63.2,1.328,40.7,50.3,47.6,37.8,175,62.0,8,5.1,2,7.9,CRITICAL,13.0,31.5
PRJ-5173,Highway,Karnataka,2001.6,38,77.6,49.4,28.2,63.5,1.285,36.5,45.8,40.0,46.6,93,68.8,4,9.2,3,8.9,CRITICAL,13.9,32.5
PRJ-5174,Water Supply,Gujarat,1847.84,25,83.6,54.6,29.0,75.5,1.383,47.5,49.8,43.6,41.4,122,68.1,9,7.8,4,7.0,CRITICAL,11.2,35.8
PRJ-5175,Irrigation,West Bengal,1248.33,20,25.0,2.0,23.0,5.0,2.5,65.0,56.7,57.7,59.2,113,15.0,2,6.4,2,6.5,HIGH,6.4,14.8
PRJ-5176,Airport,Delhi NCR,1496.52,40,52.3,40.5,11.8,47.2,1.165,58.8,59.1,64.3,60.6,104,76.8,6,3.6,1,7.1,HIGH,5.5,8.2
PRJ-5177,Bridge,Kerala,2170.56,26,38.2,21.5,16.7,26.0,1.209,59.5,66.2,54.4,56.5,118,52.9,5,4.7,2,5.6,HIGH,5.7,17.8
PRJ-5178,Irrigation,Bihar,435.43,27,60.3,38.6,21.7,50.3,1.303,46.2,33.6,41.3,44.9,139,62.3,7,5.9,3,8.2,CRITICAL,10.9,27.2
PRJ-5179,Urban Development,Odisha,616.28,39,52.7,26.4,26.3,31.9,1.208,43.7,39.9,38.9,43.1,159,46.8,2,5.7,4,8.3,CRITICAL,10.8,33.0
PRJ-5180,Railway,Gujarat,3085.28,33,72.5,63.1,9.4,69.6,1.103,60.1,62.2,55.6,67.6,76,86.8,3,5.0,2,6.9,HIGH,6.1,13.6
PRJ-5181,Metro,Karnataka,7806.7,37,71.1,45.2,25.9,60.6,1.341,50.0,48.1,49.4,33.5,184,64.1,8,8.3,2,9.1,CRITICAL,12.8,34.1
PRJ-5182,Bridge,West Bengal,468.86,45,27.8,9.8,18.0,12.0,1.224,42.9,36.9,51.4,41.0,228,34.2,5,5.5,3,9.1,CRITICAL,14.8,32.7
PRJ-5183,Urban Development,Assam,1259.77,22,23.1,22.7,0.4,22.9,1.009,94.7,90.1,91.3,94.7,8,95.8,0,2.2,0,1.5,LOW,0.4,1.9
PRJ-5184,Irrigation,Andhra Pradesh,262.39,39,65.0,65.0,0.0,65.8,1.012,98.9,97.0,92.4,97.5,3,100.0,0,1.6,0,1.4,LOW,0.7,0.7
PRJ-5185,Water Supply,Rajasthan,445.89,20,60.3,47.4,12.9,52.7,1.112,69.4,60.9,63.9,57.8,93,79.6,1,3.5,1,6.9,HIGH,6.1,15.1
PRJ-5186,Highway,West Bengal,2726.26,30,22.7,2.0,20.7,5.0,2.5,43.0,34.9,36.2,37.4,114,15.0,2,6.2,3,9.3,CRITICAL,9.0,25.8
PRJ-5187,Urban Development,Telangana,896.59,25,65.6,35.9,29.7,47.3,1.318,41.9,42.1,46.1,38.4,126,51.8,4,5.9,4,8.4,CRITICAL,13.5,25.7
PRJ-5188,Metro,Andhra Pradesh,6246.53,65,82.4,82.3,0.1,80.4,0.977,96.4,86.6,92.1,87.9,1,100.0,0,1.1,0,2.1,LOW,0.0,2.0
PRJ-5189,Bridge,Uttar Pradesh,3947.21,42,38.8,18.4,20.4,23.7,1.288,61.8,53.0,64.9,56.6,83,48.7,6,4.0,2,5.3,HIGH,8.2,16.4
PRJ-5190,Airport,Karnataka,6862.39,50,27.7,9.4,18.3,10.5,1.117,57.1,60.0,55.6,65.8,124,37.4,2,4.6,3,6.8,HIGH,8.8,16.9
PRJ-5191,Urban Development,Jammu & Kashmir,238.43,47,28.5,14.8,13.7,17.1,1.155,58.6,56.4,55.4,62.1,82,51.8,3,6.9,2,5.3,HIGH,6.1,12.1
PRJ-5192,Bridge,Tamil Nadu,465.54,43,81.7,48.4,33.3,66.1,1.366,41.0,34.1,47.5,46.5,178,55.3,4,9.1,4,7.5,CRITICAL,14.5,19.3
PRJ-5193,Power Infrastructure,Tamil Nadu,2844.67,46,63.0,63.0,0.0,65.3,1.037,96.1,95.0,95.1,86.1,2,100.0,0,0.3,0,0.6,LOW,0.2,0.0
PRJ-5194,Metro,Uttarakhand,4063.75,37,75.2,69.3,5.9,71.9,1.038,85.1,77.8,82.8,82.0,31,91.7,1,4.5,1,3.4,MEDIUM,3.4,6.6
PRJ-5195,Water Supply,Uttarakhand,378.33,24,52.2,51.6,0.6,51.8,1.004,98.1,92.6,90.5,91.8,2,100.0,1,3.2,0,1.8,LOW,0.2,1.4
PRJ-5196,Irrigation,Jammu & Kashmir,820.72,20,33.4,10.6,22.8,12.9,1.217,52.2,46.6,39.4,50.1,127,30.6,5,7.7,2,9.1,CRITICAL,12.1,21.2
PRJ-5197,Urban Development,Delhi NCR,2117.29,38,55.1,26.0,29.1,34.9,1.342,43.6,45.6,51.4,40.8,141,45.1,6,7.6,5,7.2,CRITICAL,12.3,33.0
PRJ-5198,Metro,Andhra Pradesh,4325.33,63,35.3,30.7,4.6,32.6,1.062,76.5,76.0,82.8,72.7,39,88.7,1,1.5,1,4.4,MEDIUM,2.2,3.3
PRJ-5199,Irrigation,Uttarakhand,175.25,42,59.0,57.0,2.0,63.1,1.107,79.3,73.7,81.8,71.2,26,100.0,3,4.1,0,4.0,MEDIUM,2.8,7.5
PRJ-5200,Power Infrastructure,Jammu & Kashmir,2817.55,39,24.9,5.8,19.1,6.9,1.19,60.3,60.7,65.7,62.6,47,26.5,5,5.6,3,6.9,HIGH,6.4,13.8
PRJ-5201,Power Infrastructure,Madhya Pradesh,1127.64,44,80.9,61.2,19.7,74.4,1.216,58.9,56.1,65.3,64.8,88,71.2,3,6.6,2,5.7,HIGH,6.6,15.1
PRJ-5202,Water Supply,Uttar Pradesh,917.57,22,66.6,61.7,4.9,64.9,1.052,77.2,84.2,77.0,77.1,28,86.1,2,2.4,1,3.2,MEDIUM,3.2,7.5
PRJ-5203,Bridge,Rajasthan,996.89,39,59.6,59.6,0.0,59.4,0.997,95.0,92.7,97.2,96.9,4,97.8,1,0.9,0,2.1,LOW,0.0,0.9
PRJ-5204,Bridge,Delhi NCR,1637.04,41,62.6,42.2,20.4,53.4,1.265,61.7,58.6,63.8,68.2,98,69.0,6,4.5,1,6.2,HIGH,6.5,12.7
PRJ-5205,Bridge,Assam,2519.35,36,91.5,91.5,0.0,89.4,0.977,90.0,96.9,90.1,95.2,5,97.4,0,4.0,0,1.1,LOW,0.2,1.0
PRJ-5206,Bridge,Telangana,1492.63,18,85.6,84.8,0.8,83.3,0.982,90.1,92.7,90.9,89.0,5,100.0,0,2.4,0,0.6,LOW,0.2,1.3
PRJ-5207,Water Supply,Assam,1180.85,29,43.2,36.8,6.4,36.6,0.995,78.7,79.1,74.7,71.6,37,85.3,0,3.0,0,4.0,MEDIUM,2.8,8.9
PRJ-5208,Metro,Kerala,1908.83,24,87.3,72.4,14.9,79.3,1.095,69.6,61.8,64.9,63.7,102,83.4,3,6.8,3,5.9,HIGH,4.2,11.5
PRJ-5209,Airport,Himachal Pradesh,6434.05,55,32.3,30.4,1.9,30.5,1.003,95.8,94.3,89.0,95.1,2,92.4,0,3.4,0,2.1,LOW,0.6,0.0
PRJ-5210,Railway,Karnataka,4421.74,42,32.3,26.7,5.6,29.1,1.09,82.8,81.9,84.8,71.5,31,86.1,2,1.6,1,3.6,MEDIUM,2.1,5.1
PRJ-5211,Railway,Telangana,5241.78,48,86.5,86.5,0.0,84.5,0.977,90.2,95.8,91.7,90.2,2,97.7,0,2.5,0,0.5,LOW,0.0,0.5
PRJ-5212,Power Infrastructure,Uttarakhand,1116.41,31,79.1,79.1,0.0,79.8,1.009,98.9,90.5,95.4,92.8,3,94.0,0,3.2,0,2.1,LOW,0.3,0.3
PRJ-5213,Irrigation,Rajasthan,1105.27,23,32.0,30.9,1.1,31.9,1.032,94.0,93.0,94.9,95.5,3,96.5,1,1.3,0,1.5,LOW,0.0,0.6
PRJ-5214,Highway,Delhi NCR,494.41,39,73.6,73.6,0.0,75.4,1.024,93.7,98.4,92.6,96.7,0,95.2,1,2.4,0,0.7,LOW,0.0,1.8
PRJ-5215,Urban Development,Andhra Pradesh,1495.07,29,28.0,28.0,0.0,27.7,0.989,94.4,90.6,90.8,95.3,5,100.0,0,2.1,0,2.2,LOW,0.1,2.5
PRJ-5216,Water Supply,Delhi NCR,405.91,42,73.0,72.4,0.6,73.7,1.018,98.6,97.3,94.6,96.7,3,100.0,0,1.4,0,2.0,LOW,0.3,2.0
PRJ-5217,Power Infrastructure,Odisha,1890.88,48,39.2,33.9,5.3,37.0,1.091,85.8,77.3,73.9,77.8,47,79.7,3,3.5,1,3.2,MEDIUM,2.2,5.9
PRJ-5218,Water Supply,Kerala,372.99,23,48.2,18.7,29.5,24.1,1.289,47.9,48.1,36.2,48.5,119,37.5,4,10.0,5,9.4,CRITICAL,12.5,20.8
PRJ-5219,Power Infrastructure,Andhra Pradesh,1619.74,30,56.9,55.2,1.7,54.8,0.993,98.8,99.0,88.7,92.3,3,92.5,1,1.9,0,2.1,LOW,0.4,2.1
PRJ-5220,Airport,Assam,5350.39,25,81.4,76.7,4.7,82.7,1.078,78.4,81.1,80.7,72.4,29,98.5,2,3.2,1,4.7,MEDIUM,3.1,4.0
PRJ-5221,Highway,Bihar,550.1,36,65.7,59.2,6.5,65.3,1.103,74.5,83.6,83.8,70.5,42,93.9,2,1.7,0,3.3,MEDIUM,3.5,6.0
PRJ-5222,Power Infrastructure,Rajasthan,807.88,34,28.6,28.6,0.0,29.1,1.017,88.5,93.1,88.7,86.2,0,99.9,0,2.5,0,2.0,LOW,0.0,2.8
PRJ-5223,Airport,Tamil Nadu,3864.92,45,69.9,69.9,0.0,69.7,0.997,94.0,87.1,95.3,92.0,3,100.0,0,2.3,0,2.1,LOW,0.4,1.3
PRJ-5224,Irrigation,Tamil Nadu,954.27,32,60.7,51.2,9.5,56.7,1.107,69.2,54.1,65.5,61.6,91,85.8,1,5.7,3,5.6,HIGH,5.5,13.9
PRJ-5225,Airport,Uttarakhand,1901.31,43,54.8,49.3,5.5,52.5,1.065,76.3,79.3,82.9,82.6,39,95.6,1,3.3,1,4.0,MEDIUM,2.6,5.0
PRJ-5226,Urban Development,Himachal Pradesh,227.87,23,87.1,87.1,0.0,87.4,1.003,96.5,98.4,98.4,97.5,0,99.8,0,3.0,0,0.9,LOW,0.3,1.5
PRJ-5227,Railway,Madhya Pradesh,1998.06,50,88.0,88.0,0.0,91.6,1.041,91.2,94.1,90.5,93.9,2,94.3,0,1.8,0,0.5,LOW,0.3,0.5
PRJ-5228,Bridge,Gujarat,2922.85,63,54.8,54.8,0.0,57.3,1.046,92.1,98.7,90.7,90.6,6,94.3,0,1.2,0,0.8,LOW,0.0,0.1
PRJ-5229,Railway,Tamil Nadu,2013.98,45,58.4,43.8,14.6,51.7,1.18,66.9,54.9,63.4,64.8,74,70.9,3,3.4,3,5.1,HIGH,6.4,13.8
PRJ-5230,Irrigation,Uttar Pradesh,651.34,39,63.2,24.9,38.3,35.6,1.43,46.5,44.4,53.6,32.5,122,44.6,8,8.8,2,9.0,CRITICAL,14.5,30.1
PRJ-5231,Urban Development,West Bengal,223.97,37,58.4,58.2,0.2,56.5,0.971,88.8,87.8,96.2,97.2,0,100.0,0,0.5,0,2.0,LOW,0.1,0.1
PRJ-5232,Irrigation,West Bengal,291.64,13,22.7,5.9,16.8,7.3,1.237,57.5,68.7,54.4,55.9,45,21.9,4,5.6,1,5.9,HIGH,7.4,17.3
PRJ-5233,Irrigation,Madhya Pradesh,666.92,34,61.8,61.6,0.2,61.3,0.995,89.7,86.8,94.6,94.0,0,100.0,0,2.4,0,2.0,LOW,0.2,0.6
PRJ-5234,Airport,Madhya Pradesh,1858.79,25,64.4,58.8,5.6,62.4,1.061,83.2,75.2,84.7,79.6,31,94.6,1,1.5,0,2.9,MEDIUM,1.9,6.1
PRJ-5235,Bridge,Karnataka,6646.85,58,49.4,46.3,3.1,47.7,1.03,80.7,79.2,72.4,78.5,19,94.7,1,3.6,0,2.8,MEDIUM,1.9,8.7
PRJ-5236,Urban Development,Madhya Pradesh,1236.86,28,88.2,86.6,1.6,86.8,1.002,96.6,87.7,93.6,88.0,0,98.9,0,1.2,0,1.4,LOW,0.1,0.7
PRJ-5237,Highway,Telangana,900.75,27,42.0,15.8,26.2,19.9,1.259,37.7,36.8,36.6,53.1,179,35.6,4,8.0,5,8.6,CRITICAL,10.8,24.9
PRJ-5238,Airport,Kerala,2815.08,87,26.3,26.3,0.0,25.8,0.981,93.0,95.6,93.5,91.2,0,100.0,0,3.0,0,1.0,LOW,0.3,2.2
PRJ-5239,Water Supply,Assam,186.11,24,24.1,6.3,17.8,7.4,1.175,65.0,58.0,55.9,65.5,102,23.8,4,7.5,1,5.5,HIGH,4.9,18.5
PRJ-5240,Highway,Jammu & Kashmir,3594.41,23,22.5,22.0,0.5,22.3,1.014,97.3,95.7,95.3,87.9,2,100.0,0,2.5,0,0.6,LOW,0.1,0.9
PRJ-5241,Urban Development,Karnataka,365.28,26,31.0,15.5,15.5,18.6,1.2,55.8,55.1,62.4,56.1,71,49.9,4,5.2,2,5.7,HIGH,6.8,13.3
PRJ-5242,Water Supply,Rajasthan,1311.42,18,53.1,48.1,5.0,53.0,1.102,85.5,70.7,77.0,75.8,32,92.7,2,2.1,0,3.2,MEDIUM,2.6,5.7
PRJ-5243,Bridge,West Bengal,1792.68,32,27.3,2.0,25.3,5.0,2.5,51.8,35.3,50.0,34.6,131,15.0,7,5.3,5,8.0,CRITICAL,13.1,30.1
PRJ-5244,Power Infrastructure,Rajasthan,3889.55,18,41.4,35.3,6.1,40.0,1.133,74.4,76.5,80.8,76.4,35,83.0,3,3.9,1,4.2,MEDIUM,3.6,8.1
PRJ-5245,Urban Development,Himachal Pradesh,1722.78,20,78.2,70.0,8.2,77.6,1.109,68.4,59.5,62.2,68.2,80,93.3,2,6.0,1,6.0,HIGH,8.3,14.7
PRJ-5246,Power Infrastructure,Delhi NCR,1085.71,40,66.6,66.4,0.2,64.8,0.976,94.1,90.3,97.9,86.4,0,100.0,0,2.4,0,1.7,LOW,0.3,1.4
PRJ-5247,Irrigation,Tamil Nadu,1016.65,15,33.0,33.0,0.0,33.2,1.006,92.9,88.7,95.3,89.7,1,97.9,0,1.2,0,1.0,LOW,0.3,0.6
PRJ-5248,Irrigation,West Bengal,564.81,21,72.8,71.3,1.5,73.1,1.025,75.5,70.4,81.0,83.4,33,96.3,1,4.5,0,3.3,MEDIUM,3.0,4.2
PRJ-5249,Water Supply,Odisha,1236.79,35,71.6,71.6,0.0,73.3,1.024,94.4,92.4,88.7,95.2,0,96.4,0,2.4,0,0.6,LOW,0.2,2.5
PRJ-5250,Bridge,Delhi NCR,487.82,18,31.1,31.1,0.0,30.6,0.984,88.1,87.4,93.0,91.1,3,97.6,0,2.1,0,1.7,LOW,0.1,1.5
PRJ-5251,Power Infrastructure,Himachal Pradesh,3069.35,55,22.1,17.4,4.7,18.6,1.069,75.4,75.6,77.5,75.0,33,76.5,2,5.9,0,4.3,MEDIUM,1.9,5.3
PRJ-5252,Highway,Kerala,1635.2,28,26.2,26.2,0.0,25.8,0.985,88.1,87.3,95.1,87.1,0,100.0,0,2.5,0,0.7,LOW,0.4,1.2
PRJ-5253,Metro,Karnataka,1857.21,41,74.4,66.6,7.8,70.3,1.056,72.3,73.5,81.7,74.7,29,89.9,0,2.4,0,3.5,MEDIUM,2.4,5.3
PRJ-5254,Airport,Maharashtra,1626.23,50,27.1,2.0,25.1,5.0,2.5,46.1,47.5,35.0,35.4,96,15.0,5,5.7,4,8.4,CRITICAL,14.3,26.7
PRJ-5255,Power Infrastructure,Kerala,787.78,32,85.1,61.7,23.4,77.5,1.256,46.1,42.1,36.6,32.1,187,72.2,5,6.5,5,8.0,CRITICAL,9.2,24.7
PRJ-5256,Irrigation,Rajasthan,1581.79,46,88.8,84.9,3.9,90.6,1.067,76.5,81.2,81.5,77.7,32,94.5,5,1.6,0,4.2,MEDIUM,2.7,6.0
PRJ-5257,Water Supply,Odisha,658.41,30,69.5,63.8,5.7,67.9,1.064,74.3,74.1,81.2,70.7,25,90.6,0,1.7,0,2.9,MEDIUM,2.4,5.5
PRJ-5258,Water Supply,Himachal Pradesh,244.33,22,25.8,20.1,5.7,22.0,1.095,78.0,71.6,80.8,72.0,19,75.8,2,4.4,0,3.6,MEDIUM,2.8,6.2
PRJ-5259,Airport,Andhra Pradesh,1997.53,24,41.9,41.0,0.9,40.8,0.995,97.3,94.7,94.9,95.8,2,97.2,0,0.2,0,2.1,LOW,0.1,0.9
PRJ-5260,Highway,Uttar Pradesh,2058.31,30,64.2,56.2,8.0,58.6,1.043,85.3,74.5,78.0,74.2,29,82.5,0,2.8,1,3.4,MEDIUM,2.2,7.9
PRJ-5261,Metro,Karnataka,9368.73,24,87.5,85.5,2.0,87.3,1.021,91.6,93.3,93.6,93.7,7,93.8,0,1.1,0,1.0,LOW,0.1,1.6
PRJ-5262,Irrigation,Assam,1460.46,15,89.2,49.3,39.9,63.8,1.294,36.8,44.9,48.1,33.9,140,52.2,2,8.0,5,8.7,CRITICAL,10.4,19.3
PRJ-5263,Water Supply,West Bengal,203.21,22,79.2,78.7,0.5,78.5,0.997,92.5,87.9,98.2,88.2,2,97.0,0,0.6,0,0.8,LOW,0.4,1.0
PRJ-5264,Water Supply,Tamil Nadu,830.2,12,38.0,38.0,0.0,39.3,1.034,93.2,92.9,99.9,95.7,3,100.0,0,2.0,0,0.8,LOW,0.0,0.1
PRJ-5265,Urban Development,Assam,1989.95,38,65.6,61.5,4.1,63.9,1.039,75.2,72.1,86.5,79.7,25,99.4,1,4.3,0,4.0,MEDIUM,1.3,5.7
PRJ-5266,Bridge,Jammu & Kashmir,2679.69,29,80.6,50.8,29.8,67.8,1.335,52.3,51.2,52.0,34.8,153,64.3,5,8.7,5,7.0,CRITICAL,13.3,31.1
PRJ-5267,Railway,Andhra Pradesh,8096.26,65,80.3,73.5,6.8,78.8,1.072,82.6,82.4,81.0,74.1,31,88.1,2,4.5,1,4.7,MEDIUM,2.6,8.2
PRJ-5268,Power Infrastructure,Telangana,914.51,28,64.7,31.9,32.8,43.1,1.351,41.6,34.3,51.8,50.8,98,39.9,9,5.8,3,9.2,CRITICAL,13.8,30.0
PRJ-5269,Railway,Bihar,3807.03,61,69.2,51.5,17.7,61.1,1.186,65.4,53.6,64.3,65.0,81,68.6,3,6.5,1,6.5,HIGH,5.3,9.7
PRJ-5270,Railway,Himachal Pradesh,5918.28,54,46.4,46.4,0.0,47.7,1.028,96.0,90.0,89.6,91.0,0,99.6,0,1.8,0,0.7,LOW,0.0,2.5
PRJ-5271,Metro,Uttar Pradesh,5372.38,48,76.2,42.7,33.5,58.0,1.358,48.0,36.6,37.5,48.4,90,53.4,6,8.6,2,8.0,CRITICAL,10.5,27.5
PRJ-5272,Power Infrastructure,Maharashtra,877.47,39,32.3,25.4,6.9,26.7,1.051,80.5,78.9,82.5,76.2,18,78.3,4,3.0,0,2.7,MEDIUM,2.2,7.6
PRJ-5273,Metro,West Bengal,1828.65,25,38.5,34.9,3.6,37.4,1.072,84.6,80.6,85.3,75.2,38,89.0,4,2.1,1,2.6,MEDIUM,2.7,6.7
PRJ-5274,Railway,Assam,7766.1,42,85.7,78.9,6.8,86.9,1.101,75.9,73.9,84.9,78.6,32,87.6,2,2.9,1,2.8,MEDIUM,2.7,9.0
PRJ-5275,Airport,West Bengal,7243.83,47,83.4,79.2,4.2,84.8,1.071,85.4,84.4,77.8,72.9,37,91.2,3,3.8,0,3.9,MEDIUM,2.5,5.7
PRJ-5276,Bridge,Telangana,5150.33,35,35.4,29.8,5.6,32.4,1.087,73.5,81.6,78.6,77.1,31,82.5,3,2.9,0,4.7,MEDIUM,2.6,5.0
PRJ-5277,Urban Development,Tamil Nadu,152.6,22,85.4,83.8,1.6,82.5,0.984,91.6,87.9,99.7,93.7,0,100.0,1,1.6,0,1.2,LOW,0.1,1.5
PRJ-5278,Power Infrastructure,Uttar Pradesh,1359.34,23,22.5,22.5,0.0,22.4,0.996,96.8,90.8,91.5,91.3,0,98.2,0,1.4,0,1.1,LOW,0.1,1.9
PRJ-5279,Irrigation,Uttarakhand,507.77,37,40.5,40.5,0.0,39.9,0.985,91.4,96.2,95.5,91.5,0,100.0,0,2.9,0,1.9,LOW,0.0,0.7
PRJ-5280,Highway,Bihar,2417.98,39,52.4,52.4,0.0,49.9,0.952,94.8,91.3,90.1,91.7,1,99.0,0,1.7,0,1.6,LOW,0.0,0.4
PRJ-5281,Irrigation,Odisha,223.67,16,40.5,27.7,12.8,32.0,1.155,65.5,55.3,63.2,67.9,59,71.3,6,3.6,3,7.1,HIGH,8.5,9.9
PRJ-5282,Water Supply,Bihar,922.93,18,90.9,85.1,5.8,86.6,1.018,81.2,77.7,84.3,80.6,30,94.0,1,2.5,0,4.8,MEDIUM,2.6,6.1
PRJ-5283,Railway,Karnataka,5182.87,66,56.7,39.9,16.8,48.6,1.218,67.8,52.3,59.3,55.6,94,70.8,7,4.8,1,5.3,HIGH,5.0,12.0
PRJ-5284,Urban Development,Odisha,263.45,36,37.9,29.9,8.0,32.5,1.087,59.5,66.3,55.6,67.3,85,72.4,4,3.7,2,5.9,HIGH,5.9,14.4
PRJ-5285,Power Infrastructure,Tamil Nadu,838.63,25,81.2,76.2,5.0,79.5,1.043,72.5,82.7,75.9,82.5,37,89.3,0,4.4,0,2.5,MEDIUM,3.5,6.5
PRJ-5286,Water Supply,West Bengal,394.15,14,62.7,58.7,4.0,59.6,1.015,85.0,70.1,76.2,72.0,26,88.2,0,2.5,1,2.6,MEDIUM,2.6,5.4
PRJ-5287,Metro,West Bengal,2923.7,24,38.0,38.0,0.0,39.2,1.032,93.6,95.3,96.8,95.8,2,100.0,1,2.3,0,0.8,LOW,0.2,2.1
PRJ-5288,Airport,Odisha,6633.16,68,41.3,17.7,23.6,22.0,1.243,39.5,44.1,49.7,46.5,202,39.4,3,6.2,4,8.0,CRITICAL,13.0,26.3
PRJ-5289,Power Infrastructure,Bihar,3247.16,27,21.6,20.8,0.8,20.5,0.986,93.9,93.1,92.9,94.5,3,98.7,0,0.5,0,0.8,LOW,0.1,1.7
PRJ-5290,Airport,West Bengal,4978.56,33,37.6,37.3,0.3,38.8,1.04,93.5,94.6,96.9,85.3,2,100.0,0,2.3,0,0.7,LOW,0.3,0.8
PRJ-5291,Urban Development,Delhi NCR,305.7,34,74.1,69.3,4.8,75.9,1.095,75.2,72.7,77.7,70.1,33,95.4,0,4.1,1,4.6,MEDIUM,2.7,8.2
PRJ-5292,Airport,West Bengal,1538.25,45,46.8,45.5,1.3,44.1,0.969,89.7,86.1,97.8,86.8,0,95.5,0,2.3,0,0.9,LOW,0.1,0.7
PRJ-5293,Highway,Karnataka,2517.29,29,91.5,86.0,5.5,91.4,1.063,75.4,76.2,76.8,72.5,17,95.6,1,3.0,0,4.8,MEDIUM,1.7,7.8
PRJ-5294,Power Infrastructure,Tamil Nadu,2611.58,24,57.3,57.3,0.0,57.0,0.995,88.7,96.3,96.9,85.8,1,100.0,0,1.3,0,1.9,LOW,0.2,2.1
PRJ-5295,Water Supply,Rajasthan,999.09,34,79.7,71.9,7.8,73.2,1.018,73.9,83.0,73.9,70.0,10,93.0,1,3.4,1,4.1,MEDIUM,1.3,7.2
PRJ-5296,Urban Development,Andhra Pradesh,1286.33,34,77.6,67.6,10.0,76.3,1.129,56.6,67.5,63.9,56.0,45,92.1,4,4.8,1,6.6,HIGH,4.9,14.0
PRJ-5297,Power Infrastructure,Delhi NCR,1507.11,46,43.8,43.8,0.0,44.3,1.011,91.4,95.2,94.7,88.9,2,100.0,0,1.1,0,1.9,LOW,0.4,0.8
PRJ-5298,Power Infrastructure,Uttar Pradesh,511.96,24,69.1,63.9,5.2,63.3,0.991,81.6,80.2,85.5,81.6,29,93.8,2,2.4,0,4.5,MEDIUM,2.8,7.1
PRJ-5299,Railway,Telangana,1962.12,65,67.0,46.1,20.9,56.1,1.217,53.6,38.8,41.9,50.8,160,63.8,4,6.3,4,8.2,CRITICAL,8.9,25.8
PRJ-5300,Power Infrastructure,Kerala,457.87,48,86.3,58.9,27.4,78.0,1.324,51.0,43.8,35.7,45.7,200,63.8,7,10.0,2,7.8,CRITICAL,13.8,26.9
PRJ-5301,Airport,Assam,3526.38,57,69.3,56.9,12.4,64.6,1.135,57.1,56.1,65.5,65.1,77,85.4,3,5.0,2,6.3,HIGH,5.6,12.7
PRJ-5302,Metro,Odisha,6267.18,66,59.4,45.9,13.5,58.4,1.272,66.1,61.0,60.5,61.3,96,77.9,7,5.5,1,5.9,HIGH,5.3,15.4
PRJ-5303,Bridge,Bihar,3410.44,26,64.5,57.0,7.5,64.6,1.133,85.8,76.0,72.5,81.5,32,86.1,1,3.1,0,3.3,MEDIUM,2.5,5.7
PRJ-5304,Water Supply,Delhi NCR,487.34,16,48.0,42.5,5.5,45.7,1.075,78.5,73.9,73.0,72.8,40,89.3,3,2.1,1,4.2,MEDIUM,2.1,4.5
PRJ-5305,Water Supply,Bihar,388.45,29,37.4,29.4,8.0,33.1,1.126,69.8,53.1,68.4,65.2,56,79.1,5,3.1,2,6.2,HIGH,5.8,13.6
PRJ-5306,Railway,Assam,1595.25,59,56.8,56.8,0.0,55.8,0.982,90.2,95.4,90.2,96.9,0,99.3,0,3.5,0,1.9,LOW,0.2,1.9
